sample  fq1 fq2 seqtype depth   size_fraction
TARA_135_DCM_0.8-5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868346/ERR868346_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868346/ERR868346_2.fastq.gz	MetaG	DCM	0.8-5
TARA_135_DCM_5-20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726616/ERR1726616_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726616/ERR1726616_2.fastq.gz	MetaG	DCM	5-20
TARA_135_DCM_20-180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726680/ERR1726680_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726680/ERR1726680_2.fastq.gz	MetaG	DCM	20-180
TARA_135_DCM_20-180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726641/ERR1726641_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/001/ERR1726641/ERR1726641_2.fastq.gz	MetaG	DCM	20-180
TARA_135_DCM_180-2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726930/ERR1726930_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726930/ERR1726930_2.fastq.gz	MetaG	DCM	180-2000
TARA_135_DCM_0.8->	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726848/ERR1726848_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726848/ERR1726848_2.fastq.gz	MetaG	DCM	0.8->
TARA_135_MES_0.8-3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR873/ERR873960/ERR873960_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR873/ERR873960/ERR873960_2.fastq.gz	MetaG	MES	0.8-3
TARA_135_MES_0.8-3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR873/ERR873967/ERR873967_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR873/ERR873967/ERR873967_2.fastq.gz	MetaG	MES	0.8-3
TARA_135_SRF_0.8-5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868433/ERR868433_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868433/ERR868433_2.fastq.gz	MetaG	SRF	0.8-5
TARA_135_SRF_5-20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726888/ERR1726888_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/008/ERR1726888/ERR1726888_2.fastq.gz	MetaG	SRF	5-20
TARA_135_SRF_5-20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726702/ERR1726702_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/002/ERR1726702/ERR1726702_2.fastq.gz	MetaG	SRF	5-20
TARA_135_SRF_20-180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726750/ERR1726750_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/000/ERR1726750/ERR1726750_2.fastq.gz	MetaG	SRF	20-180
TARA_135_SRF_180-2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726747/ERR1726747_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/007/ERR1726747/ERR1726747_2.fastq.gz	MetaG	SRF	180-2000
TARA_135_SRF_180-2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726923/ERR1726923_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726923/ERR1726923_2.fastq.gz	MetaG	SRF	180-2000
TARA_135_SRF_0.8->	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726884/ERR1726884_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726884/ERR1726884_2.fastq.gz	MetaG	SRF	0.8->
TARA_135_MES_3->	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726869/ERR1726869_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/009/ERR1726869/ERR1726869_2.fastq.gz	MetaG	MES	3->
TARA_136_SRF_0.8-5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868378/ERR868378_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868378/ERR868378_2.fastq.gz	MetaG	SRF	0.8-5
TARA_136_SRF_5-20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726723/ERR1726723_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726723/ERR1726723_2.fastq.gz	MetaG	SRF	5-20
TARA_136_SRF_20-180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726873/ERR1726873_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726873/ERR1726873_2.fastq.gz	MetaG	SRF	20-180
TARA_136_SRF_180-2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726776/ERR1726776_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726776/ERR1726776_2.fastq.gz	MetaG	SRF	180-2000
TARA_136_SRF_0.8->	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726576/ERR1726576_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726576/ERR1726576_2.fastq.gz	MetaG	SRF	0.8->
TARA_137_DCM_0.8->	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726523/ERR1726523_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726523/ERR1726523_2.fastq.gz	MetaG	DCM	0.8->
TARA_137_DCM_0.8-5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868492/ERR868492_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868492/ERR868492_2.fastq.gz	MetaG	DCM	0.8-5
TARA_137_DCM_5-20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726583/ERR1726583_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/003/ERR1726583/ERR1726583_2.fastq.gz	MetaG	DCM	5-20
TARA_137_DCM_20-180	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726954/ERR1726954_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/004/ERR1726954/ERR1726954_2.fastq.gz	MetaG	DCM	20-180
TARA_137_DCM_180-2000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726796/ERR1726796_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR172/006/ERR1726796/ERR1726796_2.fastq.gz	MetaG	DCM	180-2000
TARA_137_MES_0.8-3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868512/ERR868512_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR868/ERR868512/ERR868512_2.fastq.gz	MetaG	MES	0.8-3
